OBJECTID,SOURCE_ID,COUNTRY,NAME,LEAST_DEPTH,MAX_DEPTH,DEPTH_INFO,DEPTH_PREC,OBJECT_LENGTH,LOC_PREC,SITE_AREA,SINK_CONTEXT,SINK_YR,DATING,PERIOD,STATUTORY_PROT,OBJ_DESC,SHIP_CHAR,OBJ_TYPE,EST_TONNAGE,PLACE_ORIG,PLACE_DEST,ARTEFACTS,COAST_DIST,SOURCE_INFO,REFERENCE,WEBSITE1,WEBSITE2
"1386",FR 0000003435 00001,France,n.a.,21,,n.a.,Least depth known,60,10,,n.a.,,n.a.,n.a.,n.a.,"26/08/1991: Wreck 60 meters long and oriented 030°/210°. 04/22/1976: Wreck 50 meters long, about 9 meters high above the bottom and oriented 040°/220°. 07/01/1970: Wreck 50 meters long, 14 meters high above the bottom (mast)",Coaster,Coaster,,n.a.,n.a.,n.a.,13135.582588,SHOM,n.a.,n.a.,n.a.
"1387",FR 0000002722 00001,France,n.a.,22.7,,n.a.,Least depth known,,10,,n.a.,,n.a.,n.a.,n.a.,"Crane pontoon laid flat on the bottom facing north / south, the front facing south, the highest point is the crown of the crane",Pontoon crane,Floating crane,,n.a.,n.a.,n.a.,32801.7018922,SHOM,n.a.,n.a.,n.a.
"1388",FR 0000003685 00001,France,TOMMY,40,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,1855.5,,Sank in September 1992,"1992",n.a.,n.a.,n.a.,n.a.,Fishing vessel,"Fishing boat, trawler",,n.a.,n.a.,n.a.,14157.8228615,SHOM,n.a.,n.a.,n.a.
"1389",FR 0000004064 00001,France,n.a.,59,,n.a.,Least depth known,70,100,,n.a.,,n.a.,n.a.,n.a.,"1st determination: 1991, no soiling; sonal examination: height = 5.9m., length = 70m., apparently dislocated and partially buried, orientation 150/350; magnetic deviation obtained",n.a.,n.a.,,n.a.,n.a.,n.a.,25858.1937057,SHOM,n.a.,n.a.,n.a.
"1390",FR 0000243454 00003,France,n.a.,1.8,,n.a.,Unreliable probe,20,5,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,2713.25284821,SHOM,n.a.,n.a.,n.a.
"1391",FR 0000003460 00001,France,CHARLES MORGAN,0,,n.a.,Least depth known,,100.2,,Was bombed and sunk on 06/10/1944 by the German air force,"1944",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,1970.59394258,SHOM,n.a.,n.a.,n.a.
"1392",FR 0000003360 00001,France,n.a.,10.6,,n.a.,Least depth known,30,5.2,,n.a.,,n.a.,n.a.,n.a.,"width = 30m, orientation: SW / NE, magnetic anomaly = 500 nT. wreck in one piece",n.a.,n.a.,,n.a.,n.a.,n.a.,1490.9078896,SHOM,n.a.,n.a.,n.a.
"1393",FR 0000002816 00001,France,FORT NORFOLK,17.4,,n.a.,Least depth known,145,2.5,,Sank on 06/24/1944,"1944",n.a.,n.a.,n.a.,"4th det: length 145m, width 36m. 3rd det: Height above the bottom = 6m",Cargo (large),"Cargo, commercial vessel",,n.a.,n.a.,n.a.,10947.9737561,SHOM,n.a.,n.a.,n.a.
"1394",FR 0000003694 00001,France,n.a.,,,n.a.,Unknown depth,,10.2,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,593.283694673,SHOM,n.a.,n.a.,n.a.
"1395",FR 0000003162 00001,France,n.a.,-0.8,,n.a.,Least depth known,,1.2,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,1658.73402017,SHOM,n.a.,n.a.,n.a.
"1396",FR 0000003161 00001,France,MULBERRY,-1.4,,n.a.,Least depth known,,1.2,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,1799.15454144,SHOM,n.a.,n.a.,n.a.
"1397",FR 0000003160 00001,France,n.a.,-1.8,,n.a.,Least depth known,,1.2,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,1518.51683656,SHOM,n.a.,n.a.,n.a.
"1398",FR 0000003159 00001,France,n.a.,-1,,n.a.,Least depth known,,1.2,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,1453.3264558,SHOM,n.a.,n.a.,n.a.
"1399",FR 0000112696 00001,France,FLECHE BLANCHE,28,,n.a.,"Least depth unknown, but estimated to be greater than indicated",15,101.3,,Sank on 08/24/1998,"1998",n.a.,n.a.,n.a.,08/24/1998: hull cleaned up and apparently intact since it was sunk by opening the hull valves,registration: PL 428353. Trawler,"Fishing boat, trawler",,n.a.,n.a.,n.a.,6687.62756616,SHOM,n.a.,n.a.,n.a.
"1400",FR 0000127858 00001,France,BREIZ MA BRO,,,n.a.,Unknown depth,,101.2,,"The Breiz Ma Bro sank on April 22, 2002 after having bottomed out on a rock 50 m from the north coast of the island of Bréhat. Victim of a major waterway, the caseyeur sank in a few minutes. There were no casualties","2002",n.a.,n.a.,n.a.,n.a.,"Offshore wooden caseyeur built in 1970, registered in Paimpol and based in Loguivy-de-la-Mer",n.a.,,n.a.,n.a.,n.a.,164.505294453,SHOM,n.a.,n.a.,n.a.
"1401",FR 0000137345 00001,France,KARANTEZ AR MOR,4,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,180,,Sank on 12/14/2004,"2004",n.a.,n.a.,n.a.,n.a.,Trawler,"Fishing boat, trawler",,n.a.,n.a.,n.a.,10578.6820222,SHOM,n.a.,n.a.,n.a.
"1402",FR 0000170784 00001,France,NAUTILUS,17.5,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,1852,,n.a.,,n.a.,n.a.,n.a.,n.a.,Wooden trawler built in 1973,"Fishing boat, trawler",,n.a.,n.a.,n.a.,12258.9469015,SHOM,n.a.,n.a.,n.a.
"1403",FR 0000001838 00001,France,n.a.,,,n.a.,Unknown depth,,100,,Sank during World War II. 2nd determination recorded on 03/06/1947 and filed outside the navigable channel,"1947",n.a.,n.a.,n.a.,n.a.,speedboat,Outboard,,n.a.,n.a.,n.a.,2691.48062964,SHOM,n.a.,n.a.,n.a.
"1404",FR 0000001773 00001,France,LE TUKI,,,n.a.,Unknown depth,9,1852,,Sank on 01/02/1975,"1975",n.a.,n.a.,n.a.,n.a.,Shellfish,"Fishing boat, trawler",,n.a.,n.a.,n.a.,3818.28660987,SHOM,n.a.,n.a.,n.a.
"1405",FR 0000001798 00001,France,SECMA,5.5,,n.a.,Least depth known,,100,,Sank on 11/03/1987,"1987",n.a.,n.a.,n.a.,The superstructures were leveled and placed in the tank,Hourglass,"Cargo, commercial vessel",,n.a.,n.a.,n.a.,2798.38445461,SHOM,n.a.,n.a.,n.a.
"1406",FR 0000146516 00001,France,OWEN,37,,n.a.,Least depth known,12,5,,Sank on 07/11/2006 following a quaver,"2006",n.a.,n.a.,n.a.,"09/06/2006: Wooden trawler resting on the port side on a rocky bottom covered with sand, a breach of 1 meter by 0.2 meter on the port aft. The trawl and the divergent parts marked OWEN were located 100 meters from the boat (48°55.232'N; 003°03.772'W in WGS84). The trawl is at full height 8 meters above the bottom. The wreck is oriented North/South, 12 meters long, 6 meters wide, protruding from the bottom by 5.91 meters","Shellfish trawler registered SB 425699, built in 1978. Ex-MARABOUT (district of Saint-Nazaire)","Fishing boat, trawler",,n.a.,n.a.,n.a.,2880.04627307,SHOM,n.a.,n.a.,n.a.
"1407",FR 0000159963 00001,France,LA PETITE MARGOT,25,,n.a.,"Least depth unknown, but estimated to be greater than indicated",11,10,,"Sank during the night of October 15 to 16, 2008, shortly after midnight, following a quaver from behind","2008",n.a.,n.a.,n.a.,"08/12/2008: Wreck 11 meters long, 4 meters wide, 6 meters high, oriented at 220 ° / 040 ° and placed on its starboard side",Trawler of 11 meters registered in Saint-Brieuc,"Fishing boat, trawler",,n.a.,n.a.,n.a.,15784.0782573,SHOM,n.a.,n.a.,n.a.
"1408",FR 0000159399 00001,France,n.a.,4.3,,n.a.,Least depth known,12,2,,n.a.,,n.a.,n.a.,n.a.,"10/16/2005: Wreck 12 meters long, 2.50 meters wide, oriented at 300 ° and protruding from the bottom of 1.20 meters. The wreck is overturned, intact, wooden fishpond and resin hull",n.a.,n.a.,,n.a.,n.a.,n.a.,516.543760812,SHOM,n.a.,n.a.,n.a.
"1409",FR 0000001832 00001,France,n.a.,,,n.a.,Unknown depth,,500,,n.a.,,n.a.,n.a.,n.a.,n.a.,hourglass,"Cargo, commercial vessel",,n.a.,n.a.,n.a.,51.1774035627,SHOM,n.a.,n.a.,n.a.
"1410",FR 0000001830 00001,France,BUSE,8.5,,n.a.,Least depth known,,500,,n.a.,,n.a.,n.a.,n.a.,n.a.,Patroller,Patroller,,n.a.,n.a.,n.a.,513.585965084,SHOM,n.a.,n.a.,n.a.
"1411",FR 0000001869 00001,France,LA MADELON,,,n.a.,Unknown depth,,500,,Sank on 01/11/1994,"1994",n.a.,n.a.,n.a.,n.a.,Shellfish,"Fishing boat, trawler",,n.a.,n.a.,n.a.,1993.45034997,SHOM,n.a.,n.a.,n.a.
"1412",FR 0000001831 00001,France,n.a.,,,n.a.,Unknown depth,,100,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,1314.81041502,SHOM,n.a.,n.a.,n.a.
"1413",FR 0000001822 00001,France,T 29,37.8,,n.a.,Least depth known,100,10,,"The T29 torpedo boat was sunk on April 26, 1944 by destroyers HMS ASHANTI, HMCS ATHABASKAN, HAIDA and HURON","1944",n.a.,n.a.,n.a.,"2012: overturned wreck, accessible by numerous holes; presence of ammunition: 105mm, 47mm and small calibres. Possibility of presence of torpedoes. Nature of the high point: helix. 2002: wreckage returned; gutted flank; 2 propellers. 1994: investigation divers: height above the bottom: about 6m; length: 100m; wreck in one piece, keel in the air, bow exploded. 1978: oriented 160/340; height above the bottom: 8m",Torpedo boat,Torpedo boat,,n.a.,n.a.,n.a.,3925.38176619,SHOM,n.a.,n.a.,n.a.
"1414",FR 0000001800 00001,France,n.a.,,,n.a.,Unknown depth,,500,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,6861.15650571,SHOM,n.a.,n.a.,n.a.
"1415",FR 0000001739 00001,France,FORSWARD,16.7,,n.a.,Least depth known,30,2.2,,n.a.,,n.a.,n.a.,n.a.,"4th det: wreck oriented at 350°, wreck dislocated and disemboweled on the port bow, where the cargo of mineral coal is. Presence of a boiler on the back and a windlass on the front. A lot of metal debris litters the deck and the stern. Wreck slightly buried. 2nd determination.1993: the wreck is no longer revealing. Coal loading",1st det: Charbonnier,Coal cargo ship,,n.a.,n.a.,n.a.,11731.1733982,SHOM,n.a.,n.a.,n.a.
"1416",FR 0000006129 00003,France,TI PIERRE,11,,n.a.,"Least depth unknown, but estimated to be greater than indicated",9.4,20,,Capsized on February 12,,n.a.,n.a.,n.a.,"1st det: wreck lying on the port side, oriented at 020, 9.4m long, 2m wide","Multipurpose trawler, registered in Paimpol","Fishing boat, trawler",,n.a.,n.a.,n.a.,1684.77511546,SHOM,n.a.,n.a.,n.a.
"1417",FR 0000117033 00001,France,L'IDEAL DES MERS,23,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,201.3,,Sank in three minutes after a clamshell dredge five miles northeast of Grand Léjon Lighthouse,,n.a.,n.a.,n.a.,n.a.,Shell plastic shell registered in St Quay Portrieux,"Fishing boat, trawler",,n.a.,n.a.,n.a.,20625.586142,SHOM,n.a.,n.a.,n.a.
"1418",FR 0000162301 00001,France,RONDINE (partie avant),11,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,200,,Sank on 23/10/2008 following a collision with the bulotier L'AMI SINCERE,"2008",n.a.,n.a.,n.a.,n.a.,Cognac type sailboat (Harlé design) n ° 21 built by Aubin shipyards in Nantes in 1968. Pleasure sailboat,Sailing ship,,n.a.,n.a.,n.a.,3471.30984763,SHOM,n.a.,n.a.,n.a.
"1419",FR 0000003595 00001,France,STEEVE,,,n.a.,Unknown depth,,500,,Sank on 11/29/1986,"1986",n.a.,n.a.,n.a.,n.a.,Caseyeur,"Fishing boat, trawler",,n.a.,n.a.,n.a.,434.907950957,SHOM,n.a.,n.a.,n.a.
"1420",FR 0000003394 00001,France,LEOPOLDVILLE,32.8,,n.a.,Least depth known,163,3.2,,"Was torpedoed and sunk on 12/24/1944 by the German submarine U 486. The sinking claimed 808 victims, mostly American soldiers","1944",n.a.,n.a.,n.a.,"14/12/1990: Sonar examination results: BP line contour classifier carried out, wreck oriented SW/NE. 8 pictures taken; wreck lying on its side, portholes and superstructures clearly visible with sonar, length = 170 meters, width = 30 meters. xx/xx/1989: Wreck oriented south-north and lying on port side. xx/xx/1971: Wreck about 200 meters long. Many portholes","Built by the SA John Cockerill shipyard in Hoboken (New Jersey) for the Compagnie Maritime Belge, launched on 09/26/1928, overhauled in 1937 at the Mercantile Marine shipyard in Antwerp then transformed into a troop transport. Mixed liner",Liner,,n.a.,n.a.,n.a.,9310.25036139,SHOM,n.a.,n.a.,n.a.
"1421",FR 0000004055 00001,France,n.a.,54.3,,n.a.,Least depth known,50,100,,n.a.,,n.a.,n.a.,n.a.,"1st determination: 1988, apparently in two pieces; 2nd determination: 1991, no stain; sonic examination: height = 9.8m., length = 50m., width = 7.5m., good image, orientation 060/240, apparently damaged at the NE end, at a small central superstructure; good magnetic deviation; no trace of a second part",n.a.,n.a.,,n.a.,n.a.,n.a.,31866.5479027,SHOM,n.a.,n.a.,n.a.
"1422",FR 0000006260 00001,France,MARINE MERCHANT,59,,n.a.,Least depth known,80,12.5,,Was broken in two and sunk on 04/14/1961 due to bad weather,"1961",n.a.,n.a.,n.a.,"2nd determination 1995: Length = 80m; Orientation: 140/320; debris",Steamer,Steamboat,,n.a.,n.a.,n.a.,38497.4944833,SHOM,n.a.,n.a.,n.a.
"1423",FR 0000003588 00001,France,n.a.,47.7,,n.a.,Least depth known,,7.5,,n.a.,,n.a.,n.a.,n.a.,"Broken wreck, oriented: forward (recognizable) 120, back (breeze) 340. Found in azimuth 305 to 750 m. of the position of the 3rd determination",n.a.,n.a.,,n.a.,n.a.,n.a.,15108.9897949,SHOM,n.a.,n.a.,n.a.
"1424",FR 0000003661 00001,France,n.a.,52.1,,n.a.,Least depth known,35,5.5,,n.a.,,n.a.,n.a.,n.a.,"1st determination: 1992, sonar analysis: oriented 070, length = 35m, height above seabed = approx. 1m, deviation. magnetic: 10",n.a.,n.a.,,n.a.,n.a.,n.a.,10313.4952859,SHOM,n.a.,n.a.,n.a.
"1425",FR 0000000275 00003,France,SS GUERNSEY,18.2,,n.a.,Least depth known,66,3.1,,Dark after hitting a reef,,n.a.,n.a.,n.a.,1st det. : Wreck in two pieces,n.a.,Steamboat,,n.a.,n.a.,n.a.,1412.41714905,SHOM,n.a.,n.a.,n.a.
"1426",FR 0000003676 00001,France,HMS Truant,50.3,,n.a.,Least depth known,75,2.1,,n.a.,,n.a.,n.a.,n.a.,"3rd det: orientation 350 ° / 170 °, width 8 m. 1st det. : 1992, laid flat on the bottom in good condition, North-South orientation, highest point: kiosk, length = 70m",Submarine,Submarine,,n.a.,n.a.,n.a.,10537.8831265,SHOM,n.a.,n.a.,n.a.
"1427",FR 0000003605 00001,France,NORMANDY,49.4,,n.a.,Least depth known,48,2.1,,Was torpedoed on 01/25/1918 by the German submarine UB 90,"1918",n.a.,n.a.,n.a.,"Inscription 'ROYAL MAIL' and date 1910 seen by divers on part of the wreck, length = 80m, length = 20m. ; 3rd determination: 1991, no description",Cargo,"Cargo, commercial vessel",,n.a.,n.a.,n.a.,9438.40942571,SHOM,n.a.,n.a.,n.a.
"1428",FR 0000003562 00001,France,n.a.,45.4,,n.a.,Least depth known,30,5.5,,n.a.,,n.a.,n.a.,n.a.,"Wreck 30m long, oriented to 110-290. Found in the 250 to 1300m from the position of the previous determination",n.a.,n.a.,,n.a.,n.a.,n.a.,5606.0138471,SHOM,n.a.,n.a.,n.a.
"1429",FR 0000003849 00001,France,n.a.,44.7,,n.a.,Least depth known,22,5,,n.a.,,n.a.,n.a.,n.a.,"26/10/1999: Orientation 140 ° / 320 °, width 7 m. 1st det. : 1994, 2 rectilinear and parallel echoes of length 15 m. approximately, oriented at 140 °, no magnetic anomaly",n.a.,n.a.,,n.a.,n.a.,n.a.,1881.0286591,SHOM,n.a.,n.a.,n.a.
"1430",FR 0000098597 00001,France,PSI,19,,n.a.,"Least depth unknown, but estimated to be greater than indicated",7,500,,Sank as a result of a water leak,,n.a.,n.a.,n.a.,n.a.,Speedboat,Motorboat,,n.a.,n.a.,n.a.,2570.08447916,SHOM,n.a.,n.a.,n.a.
"1431",FR 0000004192 00001,France,n.a.,76,,n.a.,Least depth known,20,10,,n.a.,,n.a.,n.a.,n.a.,"1st determination. 1993: height above the bottom = 3.5m. 2nd determination. 1994: length = 20m; orientation: N / S",n.a.,n.a.,,n.a.,n.a.,n.a.,38045.9505095,SHOM,n.a.,n.a.,n.a.
"1432",FR 0000004111 00001,France,n.a.,78.7,,n.a.,Least depth known,70,10,,n.a.,,n.a.,n.a.,n.a.,"Height above the bottom = 5.3m. 3rd determination. 1994: length = 70m; orientation: N / S; width = 15m",n.a.,n.a.,,n.a.,n.a.,n.a.,46124.7743037,SHOM,n.a.,n.a.,n.a.
"1433",FR 0000004201 00001,France,n.a.,67.5,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,10,,n.a.,,n.a.,n.a.,n.a.,1st determination. 1993: Height above the bottom = 1.5m,n.a.,n.a.,,n.a.,n.a.,n.a.,34765.9339912,SHOM,n.a.,n.a.,n.a.
"1434",FR 0000004299 00001,France,WELCH PRINCESS,64,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,1852,,Sank on 07/30/1989,"1989",n.a.,n.a.,n.a.,n.a.,Pleasure boat,"Pleasure boat, day fishing",,n.a.,n.a.,n.a.,49130.8359688,SHOM,n.a.,n.a.,n.a.
"1435",FR 0000004227 00001,France,ARGAUNOT ?,90,,n.a.,Least depth known,,103.5,,Sank on 06/05/1918,"1918",n.a.,n.a.,n.a.,Height above the bottom = 2m,n.a.,n.a.,,n.a.,n.a.,n.a.,47518.8187902,SHOM,n.a.,n.a.,n.a.
"1436",FR 0000128005 00001,France,n.a.,68.7,,n.a.,Least depth known,90,5.1,,n.a.,,n.a.,n.a.,n.a.,"06/25/2002: Relatively degraded wreck, length 90 m, oriented 270 ° / 090 °, 7 m above the seabed. 06/09/2000: Length 120 m, oriented 095 ° / 275 °, 7 m above the bottom",n.a.,n.a.,,n.a.,n.a.,n.a.,53499.4157839,SHOM,n.a.,n.a.,n.a.
"1437",FR 0000004180 00001,France,n.a.,69.9,,n.a.,Least depth known,70,5.1,,n.a.,,n.a.,n.a.,n.a.,"06/25/2002: Entire wreck and surroundings. Placed flat, oriented at 030 °, fairly degraded, 8 m above the seabed. 06/09/2000: long. 70 m, 5 m above the bottom. 08/19/1992: Long. 70 m, orientation 030 ° / 210 °, magnetic anomaly +95 gammas",n.a.,n.a.,,n.a.,n.a.,n.a.,53793.3077034,SHOM,n.a.,n.a.,n.a.
"1438",FR 0000004124 00001,France,n.a.,67,,n.a.,Least depth known,85,5.1,,n.a.,,n.a.,n.a.,n.a.,"06/25/2002: Wreck 85 m long, oriented 90 ° / 270 °, apparently torpedoed in the middle. 9 m above the bottom",n.a.,n.a.,,n.a.,n.a.,n.a.,54115.2663302,SHOM,n.a.,n.a.,n.a.
"1439",FR 0000004103 00001,France,n.a.,77.8,,n.a.,Least depth known,,103.5,,n.a.,,n.a.,n.a.,n.a.,Height above the bottom = 7m,n.a.,n.a.,,n.a.,n.a.,n.a.,69015.0573318,SHOM,n.a.,n.a.,n.a.
"1440",FR 0000004121 00001,France,n.a.,62.7,,n.a.,Least depth known,50,5.5,,n.a.,,n.a.,n.a.,n.a.,Wreck oriented to 45/225,n.a.,n.a.,,n.a.,n.a.,n.a.,41903.0048975,SHOM,n.a.,n.a.,n.a.
"1441",FR 0000004178 00001,France,n.a.,56.2,,n.a.,Least depth known,55,5.5,,n.a.,,n.a.,n.a.,n.a.,2 nd determination: wreck oriented along the 100 ° / 280 ° axis. 1st determination: the sonar examination shows a chimney and possibly a derrick,n.a.,n.a.,,n.a.,n.a.,n.a.,43370.4966313,SHOM,n.a.,n.a.,n.a.
"1442",FR 0000004106 00001,France,n.a.,79.4,,n.a.,Least depth known,,103.5,,n.a.,,n.a.,n.a.,n.a.,Height above the bottom = 5m,n.a.,n.a.,,n.a.,n.a.,n.a.,61216.5355887,SHOM,n.a.,n.a.,n.a.
"1443",FR 0000004209 00001,France,n.a.,77.1,,n.a.,Least depth known,,103.5,,n.a.,,n.a.,n.a.,n.a.,"Height above the bottom = 8,4m",n.a.,n.a.,,n.a.,n.a.,n.a.,58342.6220528,SHOM,n.a.,n.a.,n.a.
"1444",FR 0000004208 00001,France,n.a.,,,n.a.,Unknown depth,,1852,,Sank on 02/19/1918,"1918",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,70445.3777341,SHOM,n.a.,n.a.,n.a.
"1445",FR 0000152609 00001,France,SOKALIQUE,67,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,1852,,Sank on 08/17/2007 following a collision with another ship (presumed responsible: the cargo ship OCEAN JASPER),"2007",n.a.,n.a.,n.a.,n.a.,"Former wooden trawler-tuna boat from Saint-Guénolé (the MACAREUX), built in 1969, bought in 1988, named SOKALIQUE and converted into a crab trap. Registered MX 317449. It was coming out of a refit period","Fishing boat, trawler",,n.a.,n.a.,n.a.,71956.7259586,SHOM,n.a.,n.a.,n.a.
"1446",FR 0000004296 00001,France,LAGARDERE,72,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,1855.5,,"Sank on 07/15/1988, victim of a waterway","1988",n.a.,n.a.,n.a.,n.a.,Trawler,"Fishing boat, trawler",,n.a.,n.a.,n.a.,57296.4765775,SHOM,n.a.,n.a.,n.a.
"1447",FR 0000004189 00001,France,n.a.,76.3,,n.a.,Least depth known,20,10,,n.a.,,n.a.,n.a.,n.a.,1st determination. 1993: Height above the bottom = 6m. Magnetic deviation = 50 gammas. 2nd determination: 1994 length = 20m,n.a.,n.a.,,n.a.,n.a.,n.a.,46306.8694188,SHOM,n.a.,n.a.,n.a.
"1448",FR 0000004095 00001,France,n.a.,76.8,,n.a.,Least depth known,,10,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,46874.2712469,SHOM,n.a.,n.a.,n.a.
"1449",FR 0000004199 00001,France,n.a.,67.9,,n.a.,Least depth known,20,10,,n.a.,,n.a.,n.a.,n.a.,1st determination. 1993: Height above the bottom = 4.6m. 2nd determination. 1994: length = 20m,n.a.,n.a.,,n.a.,n.a.,n.a.,36815.9030932,SHOM,n.a.,n.a.,n.a.
"1450",FR 0000004112 00001,France,n.a.,78.8,,n.a.,Least depth known,50,10,,n.a.,,n.a.,n.a.,n.a.,"Height above the bottom = 5.2m. 2nd determination. 1994: length = 50m; orientation: N / S",n.a.,n.a.,,n.a.,n.a.,n.a.,50115.6074559,SHOM,n.a.,n.a.,n.a.
"1451",FR 0000004110 00001,France,GERMANIA,60.5,,n.a.,Least depth known,75,17.5,,Sank on 12/21/1971,"1971",n.a.,n.a.,n.a.,"Height above the bottom = 24.5m. 1994: length = 75m, oriented at 110, width = 10m. Wreck laid flat, 2 masts clearly visible",n.a.,n.a.,,n.a.,n.a.,n.a.,41569.2001358,SHOM,n.a.,n.a.,n.a.
"1452",FR 0000004249 00001,France,U 103,70,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,1855.5,,Was rammed on 12/05/1918 by the ss Olympic,"1918",n.a.,n.a.,n.a.,n.a.,German submarine type VII B,Submarine,,n.a.,n.a.,n.a.,72537.0954726,SHOM,n.a.,n.a.,n.a.
"1453",FR 0000001834 00001,France,n.a.,55.8,,n.a.,Least depth known,,100,,Sank on 12/03/1916,"1916",n.a.,n.a.,n.a.,Height above the bottom = 9.2m,Steamer,Steamboat,,n.a.,n.a.,n.a.,11920.2040143,SHOM,n.a.,n.a.,n.a.
"1454",FR 0000001829 00001,France,n.a.,,,n.a.,Unknown depth,,1852,,n.a.,,n.a.,n.a.,n.a.,n.a.,Steamer,Steamboat,,n.a.,n.a.,n.a.,10721.1125995,SHOM,n.a.,n.a.,n.a.
"1455",FR 0000107257 00001,France,WILFRIED,14,,n.a.,Least depth known,,100,,"After losing two masts, the sailboat chased away from its anchorage and was drossed onto the rocks with the incoming tide on 01/22/1868","1868",n.a.,n.a.,n.a.,"05/17/1997: the front part is separated from the rear part by about 50 m. the front is in the rock but does not uncover by large tidal coefficients, and the rear represents little danger for navigation",Three-masted sailboat,Old merchant ship,,n.a.,n.a.,n.a.,1296.22620031,SHOM,n.a.,n.a.,n.a.
"1456",FR 0000092677 00001,France,GUENOLE-SOIZIC,,,n.a.,Unknown depth,,100,,Sank on 10/23/1995,"1995",n.a.,n.a.,n.a.,n.a.,registration: 477668. Trawler,"Fishing boat, trawler",,n.a.,n.a.,n.a.,4733.14217279,SHOM,n.a.,n.a.,n.a.
"1457",FR 0000001833 00001,France,BJERKO,60.8,,n.a.,Least depth known,,10,,Sank on 05/07/1917 torpedoed by a German submarine,"1917",n.a.,n.a.,n.a.,"2nd det1994: L = 80m; orientation: 080/260. Iron building. There is a break between the bow and the rest of the hull",Former Dutch steamer baptizes 'KARL SCHOERS',Steamboat,,n.a.,n.a.,n.a.,12017.5084017,SHOM,n.a.,n.a.,n.a.
"1458",FR 0000001865 00001,France,LIOU AN AMZER II,,,n.a.,Unknown depth,,500,,Sank on 05/03/1989,"1989",n.a.,n.a.,n.a.,n.a.,type First class 8. Pleasure sailboat,Sailing ship,,n.a.,n.a.,n.a.,2114.31953167,SHOM,n.a.,n.a.,n.a.
"1459",FR 0000001855 00001,France,ALCIDE,,,n.a.,Unknown depth,,100,,Beached 12/24/1747,"1747",n.a.,n.a.,n.a.,n.a.,Corsair boat of 20 cannons from St Malo. Sailing ship,Sailing ship,,n.a.,n.a.,n.a.,783.328675197,SHOM,n.a.,n.a.,n.a.
"1460",FR 0000001842 00001,France,n.a.,18,,n.a.,Least depth known,,500,,n.a.,,n.a.,n.a.,n.a.,Height above the bottom = 22m,n.a.,n.a.,,n.a.,n.a.,n.a.,7026.08333555,SHOM,n.a.,n.a.,n.a.
"1461",FR 0000001852 00001,France,n.a.,,,n.a.,Unknown depth,,500,,Was sunk on 06/22/1979 on purpose to serve as an artificial habitat,"1979",n.a.,n.a.,n.a.,n.a.,hourglass,"Cargo, commercial vessel",,n.a.,n.a.,n.a.,4323.22413119,SHOM,n.a.,n.a.,n.a.
